recording_id,original_audio_path,cached_audio_path,status,samplerate,channels,duration_sec,ffmpeg_warning
Andean Guan_sound/Andean Guan31,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan31.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan31.wav,converted,32000,1,7.758375,"[mp3 @ 00000177d39e55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan4,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan4.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan4.wav,converted,32000,1,81.01984375,
Andean Guan_sound/Andean Guan5,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan5.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan5.wav,converted,32000,1,27.5853125,"[mp3 @ 00000214d6ae55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan6,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan6.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan6.wav,converted,32000,1,27.5853125,"[mp3 @ 0000021f3b9555c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan7,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan7.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan7.wav,converted,32000,1,27.5853125,"[mp3 @ 0000019e3f8855c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan9,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan9.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan9.wav,converted,32000,1,10.00490625,"[mp3 @ 000001f85a8255c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Guan_sound/Andean Guan8,D:\other\Bird\Dataset\CC0\Andean Guan_sound\Andean Guan8.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Guan_sound\Andean Guan8.wav,converted,32000,1,45.54703125,
Andean Tinamou_sound/Andean Tinamou10,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou10.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou10.wav,converted,32000,1,128.784,"[mp3 @ 000002e7265c55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou11,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou11.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou11.wav,converted,32000,1,128.784,"[mp3 @ 0000025826e955c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou13,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou13.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou13.wav,converted,32000,1,60.2645,"[mp3 @ 00000201e8b755c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou12,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou12.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou12.wav,converted,32000,1,93.36165625,"[mp3 @ 000002dbfdff55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou15,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou15.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou15.wav,converted,32000,1,4.91121875,
Andean Tinamou_sound/Andean Tinamou14,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou14.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou14.wav,converted,32000,1,60.2645,"[mp3 @ 0000021841b655c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou16,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou16.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou16.wav,converted,32000,1,4.91121875,
Andean Tinamou_sound/Andean Tinamou17,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou17.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou17.wav,converted,32000,1,67.3959375,"[mp3 @ 0000013fafbd55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou18,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou18.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou18.wav,converted,32000,1,18.07675,"[mp3 @ 000002359ca755c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou2,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou2.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou2.wav,converted,32000,1,2.016,"[mp3 @ 000001e18ae355c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou19,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou19.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou19.wav,converted,32000,1,18.07675,"[mp3 @ 00000118d52855c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou21,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou21.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou21.wav,converted,32000,1,8.22859375,"[mp3 @ 000002917bd955c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou20,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou20.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou20.wav,converted,32000,1,39.73225,"[mp3 @ 000002d5475d55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou22,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou22.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou22.wav,converted,32000,1,7.36653125,"[mp3 @ 0000025e6b0a55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou23,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou23.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou23.wav,converted,32000,1,6.66125,"[mp3 @ 0000026072b555c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou25,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou25.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou25.wav,converted,32000,1,15.83021875,"[mp3 @ 0000023dd03c55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou24,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou24.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou24.wav,converted,32000,1,75.546125,"[mp3 @ 0000027bde7555c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou26,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou26.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou26.wav,converted,32000,1,15.83021875,"[mp3 @ 000001a13be555c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou27,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou27.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou27.wav,converted,32000,1,4.96328125,"[mp3 @ 000001e7e3a755c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou28,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou28.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou28.wav,converted,32000,1,5.9820625,"[mp3 @ 000001ff77d155c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou29,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou29.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou29.wav,converted,32000,1,5.9820625,"[mp3 @ 0000021e53c855c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou3,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou3.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou3.wav,converted,32000,1,7.889,"[mp3 @ 000002c9d48955c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou30,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou30.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou30.wav,converted,32000,1,46.34125,"[mp3 @ 00000216bc9d55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou31,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou31.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou31.wav,converted,32000,1,9.32571875,"[mp3 @ 000001a863e555c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou4,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou4.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou4.wav,converted,32000,1,4.4930625,"[mp3 @ 0000029108ae55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou5,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou5.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou5.wav,converted,32000,1,4.4930625,"[mp3 @ 000001701c5b55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou6,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou6.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou6.wav,converted,32000,1,8.44365625,
Andean Tinamou_sound/Andean Tinamou7,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou7.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou7.wav,converted,32000,1,23.9020625,"[mp3 @ 000002ad14a155c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou8,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou8.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou8.wav,converted,32000,1,13.035125,"[mp3 @ 0000029ada0a55c0] Estimating duration from bitrate, this may be inaccurate
"
Andean Tinamou_sound/Andean Tinamou9,D:\other\Bird\Dataset\CC0\Andean Tinamou_sound\Andean Tinamou9.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Andean Tinamou_sound\Andean Tinamou9.wav,converted,32000,1,18.65140625,"[mp3 @ 0000017b628355c0] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey10,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey10.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey10.wav,converted,32000,1,3.438625,
Australian Brushturkey_sound/Australian Brushturkey11,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey11.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey11.wav,converted,32000,1,3.438625,
Australian Brushturkey_sound/Australian Brushturkey12,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey12.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey12.wav,converted,32000,1,3.438625,
Australian Brushturkey_sound/Australian Brushturkey13,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey13.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey13.wav,converted,32000,1,3.438625,
Australian Brushturkey_sound/Australian Brushturkey14,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey14.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey14.wav,converted,32000,1,3.438625,
Australian Brushturkey_sound/Australian Brushturkey15,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey15.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey15.wav,converted,32000,1,3.438625,
Australian Brushturkey_sound/Australian Brushturkey16,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey16.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey16.wav,converted,32000,1,2.8735,"[mp3 @ 0000021287055640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey17,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey17.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey17.wav,converted,32000,1,5.20834375,
Australian Brushturkey_sound/Australian Brushturkey18,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey18.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey18.wav,converted,32000,1,1.9608125,
Australian Brushturkey_sound/Australian Brushturkey19,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey19.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey19.wav,converted,32000,1,64.2575625,
Australian Brushturkey_sound/Australian Brushturkey2,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey2.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey2.wav,converted,32000,1,34.83575,
Australian Brushturkey_sound/Australian Brushturkey20,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey20.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey20.wav,converted,32000,1,6.4345,
Australian Brushturkey_sound/Australian Brushturkey21,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey21.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey21.wav,converted,32000,1,6.4345,
Australian Brushturkey_sound/Australian Brushturkey22,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey22.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey22.wav,converted,32000,1,5.9298125,"[mp3 @ 000002295d9e5640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey23,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey23.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey23.wav,converted,32000,1,5.9298125,"[mp3 @ 00000201285b5640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey24,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey24.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey24.wav,converted,32000,1,54.5436875,"[mp3 @ 0000024a2c255640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey25,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey25.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey25.wav,converted,32000,1,54.5436875,"[mp3 @ 000001f8e3be5640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey26,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey26.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey26.wav,converted,32000,1,36.20571875,"[mp3 @ 000001fc3ec25640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey27,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey27.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey27.wav,converted,32000,1,36.20571875,"[mp3 @ 0000023f97d05640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey28,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey28.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey28.wav,converted,32000,1,31.91321875,
Australian Brushturkey_sound/Australian Brushturkey29,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey29.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey29.wav,converted,32000,1,9.7175625,"[mp3 @ 000001722bcd5640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey3,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey3.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey3.wav,converted,32000,1,34.83575,
Australian Brushturkey_sound/Australian Brushturkey4,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey4.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey4.wav,converted,32000,1,25.887375,"[mp3 @ 000001deb13e5640] Estimating duration from bitrate, this may be inaccurate
"
Australian Brushturkey_sound/Australian Brushturkey5,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey5.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey5.wav,converted,32000,1,58.2105,
Australian Brushturkey_sound/Australian Brushturkey6,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey6.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey6.wav,converted,32000,1,58.2105,
Australian Brushturkey_sound/Australian Brushturkey8,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey8.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey8.wav,converted,32000,1,20.37896875,
Australian Brushturkey_sound/Australian Brushturkey7,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey7.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey7.wav,converted,32000,1,58.2105,
Australian Brushturkey_sound/Australian Brushturkey9,D:\other\Bird\Dataset\CC0\Australian Brushturkey_sound\Australian Brushturkey9.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Australian Brushturkey_sound\Australian Brushturkey9.wav,converted,32000,1,2.8144375,
Band-tailed Guan_sound/Band-tailed Guan10,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan10.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan10.wav,converted,32000,1,146.207375,"[mp3 @ 000001f55b6c5640] Estimating duration from bitrate, this may be inaccurate
"
Band-tailed Guan_sound/Band-tailed Guan11,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan11.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan11.wav,converted,32000,1,146.207375,"[mp3 @ 00000289fcda5640] Estimating duration from bitrate, this may be inaccurate
"
Band-tailed Guan_sound/Band-tailed Guan12,D:\other\Bird\Dataset\CC0\Band-tailed Guan_sound\Band-tailed Guan12.mp3,D:\other\Bird\Code\data\kaggle_wav_cache\Band-tailed Guan_sound\Band-tailed Guan12.wav,converted,32000,1,37.1578125,
