epoch,train_loss,val_macro_f1,val_balanced_accuracy
1,4.738159696261088,0.00017708333333333332,0.005666666666666666
2,4.666923483212789,0.00024296317752271984,0.007666666666666666
3,4.59226127465566,0.00038507787769280336,0.017333333333333333
4,4.522794882456462,0.025058106523906387,0.036607250969276924
5,4.463561733563741,0.06249755441311157,0.07430260901735777
6,4.409567674001058,0.1067253304347018,0.12560601570746827
7,4.359087904294332,0.12574838517558765,0.1592134289359869
8,4.298107941945394,0.13792119910129627,0.17878836965590664
9,4.251516342163086,0.14961654756036083,0.1821553170863622
10,4.185873667399089,0.16314659235165319,0.20333418850725654
11,4.124433954556783,0.1692369228843289,0.20618944229477282
12,4.047616998354594,0.1721694712755983,0.20587391868293106
13,3.994727154572805,0.18166985639621405,0.20818352406549193
14,3.9171611070632935,0.18925443455627458,0.22052842888039995
15,3.836235066254934,0.19947450922469512,0.23601350260836948
16,3.7738170226415,0.19912955153286652,0.24131189762821326
17,3.6846176385879517,0.20140628406168065,0.24730002324523837
18,3.587993542353312,0.20671250697061258,0.25221786989257944
19,3.507193446159363,0.22751525119974872,0.27592140203163157
20,3.4102809826533,0.23507202473953195,0.28340370493935635
21,3.341996212800344,0.23898019932621545,0.28990942437344475
22,3.2318464120229087,0.24657414725353824,0.29467248723902556
23,3.1344908277193704,0.25354659683228287,0.3086591818559467
24,3.0335485339164734,0.25457966732999177,0.3162695811897621
25,2.927205761273702,0.2623835679022432,0.323732870283721
26,2.8407597740491233,0.2719741301527079,0.32669731598544893
27,2.7028260827064514,0.28110543582207476,0.338698505157232
28,2.6245367924372354,0.28771679516670645,0.3477971817750943
29,2.5516878763834634,0.29343986572820924,0.3657556930532682
30,2.4075053532918296,0.3033152333841415,0.3742527937135746
31,2.33332751194636,0.3116869091322193,0.37725944872564954
32,2.2373379667599997,0.3184426774787099,0.3839373439203533
33,2.145806630452474,0.3215439915153467,0.3879762249643131
34,2.0706716974576316,0.3252480283898032,0.3907293486322657
35,2.0008476873238883,0.3375884208575286,0.40518573010296904
36,1.9241278966267903,0.3387469098410063,0.411084788875803
37,1.852185348669688,0.35156917076889405,0.42098372407818535
38,1.788159191608429,0.3497504968396779,0.4246933966742428
39,1.7104880313078563,0.3517249681603994,0.4259750933065791
40,1.6420851349830627,0.35840502202753577,0.4305463284722781
41,1.6064406633377075,0.36617454214186457,0.4375709792855887
42,1.5477145810921986,0.3713272132565165,0.4426608172656446
43,1.4946449398994446,0.37747385208971884,0.44965401342544703
44,1.457864870627721,0.38452040538105137,0.4559911964491846
45,1.4102379480997722,0.3949271443581012,0.46211018185080843
46,1.3834718267122905,0.39779157432943246,0.4658217893867193
47,1.3787359495957692,0.4017477019286869,0.4719153350896655
48,1.3092914819717407,0.4108049680558669,0.48058442914418803
49,1.2721324662367504,0.41934757254932054,0.49064346268206566
50,1.2531551122665405,0.4248891227894902,0.49848627529276257
51,1.2271414597829182,0.42544332940029606,0.4991439169264912
52,1.181732714176178,0.43135096570575227,0.5053735597448437
53,1.1639018853505452,0.4345885876680346,0.5066793826453474
54,1.1309797018766403,0.43083505383924176,0.5064599141705598
55,1.114478702346484,0.4395139088491939,0.5120910870928683
56,1.09525270263354,0.43748754474242363,0.5150818114009826
57,1.076189547777176,0.44393590965688257,0.5196325786899858
58,1.0635865926742554,0.44474951650747185,0.5220073278569903
59,1.0563590625921886,0.4463498143704458,0.5239907392815373
60,1.036974882086118,0.44350548496315206,0.5223773936069014
61,1.0078448255856831,0.4470853368078989,0.5227820976747632
62,0.975119431813558,0.4493407437979571,0.5245329410035477
63,1.0053493330876033,0.45101629172745034,0.5276284188728831
64,0.9849924445152283,0.45156065523400457,0.5271454784262329
65,0.9656348824501038,0.45793352693374983,0.5298886346563002
66,0.9364630083243052,0.45853695031601516,0.5303727208671851
67,0.9438822815815607,0.46220230352977765,0.5341001028083457
68,0.9373875806728998,0.46513210850952463,0.5370658179012189
69,0.9143379429976145,0.4652276906846476,0.5375882882387926
70,0.9140785386164983,0.46420621649178173,0.5375328226517481
71,0.9004889329274496,0.463322957729475,0.5372014669507115
72,0.9228400041659673,0.464926585800568,0.5398429594451452
73,0.8914221773544947,0.46534000856802676,0.5434429594451451
74,0.9004841893911362,0.467619450298492,0.5406993697015554
75,0.8687422970930735,0.4682714738241161,0.5408399374671231
76,0.8906945486863455,0.47153304954962616,0.5410594836616694
77,0.9044186472892761,0.4720650388374359,0.5413627473566728
78,0.8523029883702596,0.47318220425164853,0.5418883705155563
79,0.8879695435365041,0.4731134980884038,0.5418513334785192
80,0.8434896270434061,0.4732307531810415,0.5418513334785192
81,0.8676416228214899,0.4744352421755595,0.542997817930886
82,0.8397896488507589,0.4753795804874392,0.5434772505549994
83,0.8338508804639181,0.478403898883158,0.5461742935657522
84,0.8576123913129171,0.4780725651858235,0.5461742935657522
85,0.8587656766176224,0.47871241216008775,0.5467625288598699
86,0.8541961659987768,0.47992917999720014,0.5476958621932032
87,0.8644143094619116,0.47962538575222946,0.5476958621932032
88,0.8511813481648763,0.4824165329103126,0.5503810473783883
89,0.842801476518313,0.4822500718570241,0.5503810473783883
90,0.8625567555427551,0.4828775160017023,0.5514921584894994
91,0.8452363858620325,0.4835772010511639,0.5529273436746847
92,0.8491785029570261,0.48279515244575555,0.5516773436746846
93,0.8324034859736761,0.4827362552026478,0.5516773436746846
94,0.826987162232399,0.4822146183427757,0.5514106770080179
95,0.842567523320516,0.4824253419626788,0.5515405471378881
96,0.8384528855482737,0.48293247943305156,0.5518072138045548
